epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,89637.3,1.30631,0.61616,1.43613,0.96041,0.88822,0.9545,0.62097,1.27219,0.60115,1.64419,0.005842,0.005842,0.005842
44,91730.7,1.31215,0.62123,1.4331,0.95844,0.88906,0.95455,0.62022,1.27349,0.60067,1.64361,0.005743,0.005743,0.005743
45,93811.3,1.29527,0.61507,1.42748,0.95368,0.89523,0.9551,0.61707,1.27919,0.59846,1.65084,0.005644,0.005644,0.005644
46,95901.5,1.30382,0.61566,1.43312,0.95759,0.89448,0.95726,0.61965,1.26671,0.59391,1.64479,0.005545,0.005545,0.005545
47,97982.9,1.29726,0.61419,1.4169,0.95852,0.88796,0.95451,0.61956,1.27318,0.59937,1.64733,0.005446,0.005446,0.005446
48,100095,1.30284,0.60954,1.42907,0.95788,0.88744,0.95546,0.62323,1.26866,0.59085,1.64378,0.005347,0.005347,0.005347
49,102228,1.29019,0.6057,1.42364,0.95319,0.89274,0.95493,0.62259,1.26977,0.59126,1.64603,0.005248,0.005248,0.005248
50,104322,1.29176,0.60306,1.41898,0.95467,0.89302,0.95671,0.61783,1.28059,0.58579,1.65214,0.005149,0.005149,0.005149
51,106384,1.29114,0.60133,1.42079,0.95782,0.8917,0.95771,0.61888,1.28224,0.57935,1.65394,0.00505,0.00505,0.00505
52,108469,1.2876,0.60243,1.42038,0.95844,0.89179,0.95808,0.61879,1.28218,0.57891,1.6515,0.004951,0.004951,0.004951
53,110563,1.28734,0.59833,1.4206,0.95347,0.8959,0.95802,0.61986,1.27651,0.58003,1.64905,0.004852,0.004852,0.004852
54,112671,1.28217,0.59497,1.41373,0.95002,0.90063,0.95804,0.62047,1.28225,0.57924,1.65095,0.004753,0.004753,0.004753
55,114755,1.2827,0.59485,1.41433,0.95328,0.89232,0.95623,0.62062,1.27617,0.58154,1.647,0.004654,0.004654,0.004654
56,116853,1.27929,0.58928,1.41026,0.95015,0.89063,0.95724,0.62356,1.26815,0.57822,1.6403,0.004555,0.004555,0.004555
57,118945,1.27616,0.59026,1.4084,0.94599,0.89661,0.95796,0.62502,1.26676,0.57687,1.63849,0.004456,0.004456,0.004456
58,121016,1.2788,0.59189,1.40336,0.95007,0.89484,0.95815,0.62233,1.27386,0.57835,1.64388,0.004357,0.004357,0.004357
59,123055,1.27138,0.58508,1.40646,0.9398,0.89501,0.95622,0.62094,1.27318,0.57932,1.64269,0.004258,0.004258,0.004258
60,125126,1.26383,0.58142,1.39922,0.94249,0.8922,0.95557,0.62264,1.26791,0.5797,1.63905,0.004159,0.004159,0.004159
61,127237,1.25935,0.58217,1.39643,0.94241,0.89219,0.95523,0.62553,1.25916,0.57837,1.6321,0.00406,0.00406,0.00406
62,129359,1.26671,0.57925,1.40384,0.94046,0.8928,0.95597,0.62681,1.25393,0.57477,1.62741,0.003961,0.003961,0.003961
63,131446,1.2623,0.57553,1.39968,0.94412,0.89346,0.95652,0.62594,1.2552,0.57426,1.62839,0.003862,0.003862,0.003862
