epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,57429.4,1.30686,0.62816,1.4375,0.96405,0.88906,0.95902,0.62609,1.26497,0.59545,1.64354,0.005842,0.005842,0.005842
44,58796.9,1.31143,0.62661,1.43272,0.95942,0.89689,0.96138,0.62975,1.25775,0.5911,1.63529,0.005743,0.005743,0.005743
45,60177.6,1.30423,0.62622,1.43471,0.96043,0.89918,0.96211,0.63331,1.25064,0.58774,1.62975,0.005644,0.005644,0.005644
46,61544.9,1.30199,0.62119,1.42856,0.95602,0.89806,0.96009,0.62894,1.254,0.59196,1.63214,0.005545,0.005545,0.005545
47,62914.7,1.30518,0.6202,1.43209,0.95967,0.89653,0.96149,0.62121,1.26412,0.58624,1.64271,0.005446,0.005446,0.005446
48,64281.4,1.29632,0.61638,1.43187,0.95645,0.90204,0.96169,0.62118,1.26949,0.58568,1.64783,0.005347,0.005347,0.005347
49,65646.7,1.29878,0.61486,1.42428,0.95999,0.90451,0.96399,0.63112,1.25698,0.57201,1.63596,0.005248,0.005248,0.005248
50,67012.8,1.29397,0.61568,1.42289,0.95853,0.90485,0.96195,0.62249,1.27347,0.5799,1.64757,0.005149,0.005149,0.005149
51,68377.9,1.29583,0.61493,1.42307,0.96017,0.90607,0.96368,0.63098,1.2556,0.57457,1.63551,0.00505,0.00505,0.00505
52,69743.5,1.28883,0.609,1.42419,0.95745,0.90804,0.96255,0.63287,1.25017,0.57472,1.63071,0.004951,0.004951,0.004951
53,71108.8,1.28138,0.6036,1.41585,0.95914,0.90758,0.96265,0.62666,1.25845,0.57535,1.63751,0.004852,0.004852,0.004852
54,72478.8,1.28493,0.6067,1.414,0.95895,0.90279,0.96193,0.6268,1.2606,0.57376,1.63795,0.004753,0.004753,0.004753
55,73847.2,1.28737,0.60584,1.41486,0.95828,0.904,0.96151,0.62071,1.27479,0.57512,1.6498,0.004654,0.004654,0.004654
56,75212.2,1.28461,0.6055,1.41436,0.95691,0.90417,0.96219,0.621,1.27337,0.57504,1.65019,0.004555,0.004555,0.004555
57,76579.7,1.27244,0.59787,1.40467,0.95891,0.90508,0.96308,0.62432,1.2651,0.57402,1.64257,0.004456,0.004456,0.004456
58,77946.8,1.27628,0.60152,1.41189,0.95422,0.9088,0.96381,0.62534,1.26343,0.57163,1.64144,0.004357,0.004357,0.004357
59,79312.2,1.27078,0.59566,1.40749,0.95537,0.90752,0.96398,0.626,1.25848,0.57068,1.63648,0.004258,0.004258,0.004258
60,81134.6,1.2673,0.59531,1.40475,0.95666,0.9066,0.96347,0.6266,1.25783,0.57075,1.63477,0.004159,0.004159,0.004159
61,82679.9,1.2647,0.59062,1.40346,0.95953,0.90522,0.96408,0.62324,1.26461,0.5694,1.63965,0.00406,0.00406,0.00406
62,84272.7,1.26514,0.59317,1.40307,0.95924,0.90418,0.96337,0.62189,1.26585,0.571,1.64089,0.003961,0.003961,0.003961
63,85888.2,1.25108,0.58314,1.3949,0.95993,0.90424,0.96285,0.62218,1.26638,0.57044,1.64025,0.003862,0.003862,0.003862
64,88020.7,1.25881,0.58618,1.39641,0.95936,0.904,0.96273,0.62102,1.26899,0.56786,1.64188,0.003763,0.003763,0.003763
65,89536.3,1.25627,0.58298,1.39118,0.95928,0.90526,0.9632,0.62213,1.2668,0.56483,1.6397,0.003664,0.003664,0.003664
66,91091.6,1.25842,0.58548,1.39587,0.95953,0.90641,0.96422,0.62336,1.26554,0.56251,1.63886,0.003565,0.003565,0.003565
67,93064.8,1.24894,0.57973,1.3903,0.95986,0.9072,0.96367,0.6238,1.26431,0.56121,1.6367,0.003466,0.003466,0.003466
68,94495.7,1.25169,0.57796,1.38937,0.95985,0.90711,0.96458,0.62538,1.26412,0.55951,1.63629,0.003367,0.003367,0.003367
69,95890,1.24594,0.5747,1.3927,0.95876,0.90809,0.96507,0.62744,1.26043,0.55721,1.63329,0.003268,0.003268,0.003268
70,97263.1,1.24804,0.57935,1.38903,0.95911,0.90894,0.96558,0.62862,1.25775,0.55672,1.632,0.003169,0.003169,0.003169
71,98640.9,1.2498,0.57696,1.38804,0.95932,0.90665,0.96499,0.62884,1.25863,0.55705,1.63305,0.00307,0.00307,0.00307
72,100018,1.2418,0.57058,1.38459,0.95901,0.90749,0.96491,0.63015,1.25504,0.55619,1.63037,0.002971,0.002971,0.002971
73,101396,1.24129,0.5703,1.3847,0.95975,0.90785,0.96583,0.632,1.25214,0.55415,1.62792,0.002872,0.002872,0.002872
74,102774,1.23174,0.57001,1.3804,0.96223,0.90761,0.96635,0.63312,1.24839,0.55238,1.62484,0.002773,0.002773,0.002773
75,104151,1.23805,0.56868,1.3833,0.96121,0.90689,0.96576,0.63368,1.24648,0.55149,1.62298,0.002674,0.002674,0.002674
76,105528,1.23413,0.56566,1.37946,0.96178,0.90689,0.96563,0.63377,1.24616,0.55097,1.62258,0.002575,0.002575,0.002575
77,106952,1.22804,0.5598,1.37409,0.96222,0.90805,0.96586,0.63357,1.24634,0.55064,1.62235,0.002476,0.002476,0.002476
78,108331,1.23038,0.56107,1.37247,0.9634,0.90675,0.96597,0.6334,1.24679,0.55018,1.62267,0.002377,0.002377,0.002377
79,109709,1.23316,0.56078,1.37328,0.96159,0.90774,0.96621,0.63298,1.24836,0.55024,1.62414,0.002278,0.002278,0.002278
80,111086,1.22613,0.56165,1.37251,0.96112,0.9081,0.96604,0.63233,1.24864,0.54967,1.62444,0.002179,0.002179,0.002179
81,112463,1.22672,0.55719,1.37411,0.96256,0.90726,0.96613,0.63162,1.24986,0.54951,1.62536,0.00208,0.00208,0.00208
82,113844,1.22306,0.55375,1.3702,0.96081,0.90962,0.96588,0.6312,1.25058,0.54939,1.62567,0.001981,0.001981,0.001981
83,115216,1.21421,0.55358,1.36283,0.96109,0.9105,0.96657,0.63073,1.25105,0.54921,1.62601,0.001882,0.001882,0.001882
84,116587,1.21784,0.55725,1.3676,0.96173,0.91114,0.96673,0.63105,1.25095,0.5491,1.62588,0.001783,0.001783,0.001783
85,117964,1.21215,0.55194,1.36522,0.96232,0.91058,0.96648,0.62978,1.25198,0.54926,1.62654,0.001684,0.001684,0.001684
86,119341,1.21031,0.55055,1.36334,0.96242,0.91038,0.96636,0.6297,1.2518,0.54937,1.62651,0.001585,0.001585,0.001585
87,120718,1.20766,0.55143,1.35942,0.96344,0.90954,0.96636,0.62968,1.25271,0.54932,1.62728,0.001486,0.001486,0.001486
88,122095,1.20576,0.54877,1.35765,0.96301,0.90948,0.96636,0.62921,1.25377,0.54953,1.62809,0.001387,0.001387,0.001387
89,123473,1.20122,0.54513,1.36241,0.96312,0.90909,0.96621,0.62888,1.25498,0.54955,1.6292,0.001288,0.001288,0.001288
90,124850,1.19689,0.54628,1.35287,0.96257,0.90954,0.96648,0.62888,1.25602,0.54934,1.63009,0.001189,0.001189,0.001189
91,126201,1.15688,0.50577,1.4035,0.96415,0.90821,0.96652,0.62861,1.25698,0.54949,1.63081,0.00109,0.00109,0.00109
92,127552,1.15421,0.49966,1.39762,0.96313,0.90946,0.96635,0.62815,1.25769,0.54938,1.63146,0.000991,0.000991,0.000991
93,128944,1.1484,0.50085,1.39641,0.96277,0.90961,0.96631,0.62782,1.25845,0.54954,1.63207,0.000892,0.000892,0.000892
94,130295,1.14714,0.4961,1.39237,0.96294,0.90978,0.96621,0.62767,1.25889,0.54965,1.63234,0.000793,0.000793,0.000793
95,131649,1.14166,0.49186,1.38785,0.96269,0.90954,0.96613,0.62771,1.25916,0.54957,1.63245,0.000694,0.000694,0.000694
96,133000,1.14285,0.49235,1.38907,0.96316,0.90918,0.96602,0.62778,1.25973,0.54958,1.63274,0.000595,0.000595,0.000595
97,134349,1.13421,0.48996,1.38585,0.96362,0.90942,0.96609,0.62764,1.2604,0.54998,1.63296,0.000496,0.000496,0.000496
98,135705,1.13069,0.48933,1.37993,0.96356,0.9093,0.96592,0.62749,1.26072,0.55023,1.63301,0.000397,0.000397,0.000397
99,137057,1.12607,0.48484,1.37497,0.96397,0.90872,0.9659,0.62741,1.26121,0.55052,1.6332,0.000298,0.000298,0.000298
100,138407,1.12495,0.48359,1.37431,0.96444,0.90825,0.96605,0.62749,1.26196,0.55068,1.6337,0.000199,0.000199,0.000199
