epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
43,47718.9,1.323,0.63163,1.44049,0.95501,0.89388,0.95895,0.63419,1.24906,0.59986,1.62242,0.005842,0.005842,0.005842
44,48799.9,1.31684,0.63253,1.44141,0.95712,0.89063,0.95845,0.63185,1.24446,0.60357,1.62217,0.005743,0.005743,0.005743
45,49878.5,1.31342,0.62694,1.43489,0.95324,0.89385,0.95826,0.62672,1.25522,0.60426,1.63224,0.005644,0.005644,0.005644
46,50955.2,1.31598,0.62372,1.43745,0.96018,0.88878,0.95851,0.6366,1.24017,0.59811,1.61826,0.005545,0.005545,0.005545
47,52034.3,1.30749,0.61816,1.4377,0.95955,0.89653,0.96085,0.63848,1.23677,0.58611,1.61455,0.005446,0.005446,0.005446
48,53121.9,1.30673,0.6196,1.42748,0.96053,0.897,0.96091,0.64061,1.23148,0.5898,1.60549,0.005347,0.005347,0.005347
49,54198.4,1.30577,0.62096,1.42762,0.95792,0.8981,0.96041,0.63943,1.23492,0.58521,1.60695,0.005248,0.005248,0.005248
50,55275.6,1.30984,0.62079,1.43113,0.96123,0.8987,0.96097,0.63597,1.23803,0.58538,1.61496,0.005149,0.005149,0.005149
51,56353.8,1.29761,0.61332,1.42848,0.95956,0.89677,0.96119,0.6349,1.24082,0.58377,1.61629,0.00505,0.00505,0.00505
52,57431.6,1.29548,0.61028,1.42259,0.96126,0.89667,0.9613,0.62969,1.24777,0.58063,1.62529,0.004951,0.004951,0.004951
53,58511.9,1.29433,0.61332,1.41825,0.96067,0.89665,0.96081,0.62599,1.25007,0.58378,1.62812,0.004852,0.004852,0.004852
54,59594,1.29611,0.61387,1.41878,0.95956,0.89456,0.96034,0.62665,1.24893,0.58403,1.62728,0.004753,0.004753,0.004753
55,60676.5,1.29472,0.61098,1.41984,0.9563,0.89942,0.96099,0.62944,1.24153,0.58485,1.6209,0.004654,0.004654,0.004654
56,61772.1,1.28573,0.60349,1.41114,0.95476,0.90039,0.96168,0.63112,1.23946,0.58347,1.61945,0.004555,0.004555,0.004555
57,62858.4,1.28651,0.60635,1.41803,0.95809,0.8946,0.96148,0.63454,1.23251,0.58193,1.61301,0.004456,0.004456,0.004456
58,63944,1.28379,0.59942,1.41435,0.96032,0.89503,0.9614,0.63601,1.22713,0.57922,1.60875,0.004357,0.004357,0.004357
59,65023.8,1.28013,0.60089,1.41158,0.95926,0.8991,0.96185,0.63459,1.23123,0.57875,1.6139,0.004258,0.004258,0.004258
60,66106.1,1.27783,0.59407,1.40957,0.95945,0.90002,0.96118,0.63063,1.2392,0.58032,1.6203,0.004159,0.004159,0.004159
61,67188.1,1.27758,0.59849,1.40851,0.96054,0.90002,0.96111,0.63513,1.22612,0.57957,1.61157,0.00406,0.00406,0.00406
62,68268.7,1.26554,0.58755,1.40209,0.96138,0.89955,0.96073,0.63338,1.22732,0.58056,1.61178,0.003961,0.003961,0.003961
63,69351.3,1.27134,0.59198,1.40202,0.96165,0.90123,0.96171,0.63391,1.2292,0.57717,1.61109,0.003862,0.003862,0.003862
64,70436.2,1.27114,0.58605,1.39943,0.96292,0.90094,0.96178,0.63561,1.22936,0.57411,1.61049,0.003763,0.003763,0.003763
65,71519,1.27139,0.58794,1.40298,0.96303,0.89894,0.96164,0.63544,1.23308,0.57405,1.61223,0.003664,0.003664,0.003664
